Datetime,Close,Position,Strategy_Points,Cumulative_Strategy
2023-09-15 09:45:00,1243.4,1,-0.5,-0.5
2023-09-15 10:00:00,1242.8,1,-0.6000000000001364,-1.1000000000001364
2023-09-15 10:15:00,1244.6,1,1.7999999999999545,0.6999999999998181
2023-09-15 10:30:00,1241.2,1,-3.3999999999998636,-2.7000000000000455
2023-09-15 10:45:00,1238.0,0,-3.2999999999999545,-6.0
2023-09-21 10:00:00,1227.7,-1,-0.5,-6.5
2023-09-21 10:15:00,1225.8,-1,1.900000000000091,-4.599999999999909
2023-09-21 10:30:00,1227.1,-1,-1.2999999999999545,-5.899999999999864
2023-09-21 10:45:00,1227.0,-1,0.09999999999990905,-5.7999999999999545
2023-09-21 11:00:00,1228.4,-1,-1.400000000000091,-7.2000000000000455
2023-09-21 11:15:00,1226.8,-1,1.6000000000001364,-5.599999999999909
2023-09-21 13:15:00,1228.3,-1,-1.5,-7.099999999999909
2023-09-21 13:30:00,1227.0,-1,1.2999999999999545,-5.7999999999999545
2023-09-21 13:45:00,1223.8,-1,3.2000000000000455,-2.599999999999909
2023-09-21 14:00:00,1224.2,-1,-0.40000000000009095,-3.0
2023-09-21 14:15:00,1221.8,-1,2.400000000000091,-0.599999999999909
2023-09-21 14:30:00,1220.0,-1,1.7999999999999545,1.2000000000000455
2023-09-21 14:45:00,1220.6,-1,-0.599999999999909,0.6000000000001364
2023-09-25 09:00:00,1191.6,-1,29.0,29.600000000000136
2023-09-25 09:15:00,1192.0,-1,-0.40000000000009095,29.200000000000045
2023-09-25 09:30:00,1193.5,-1,-1.5,27.700000000000045
2023-09-25 09:45:00,1189.8,-1,3.7000000000000455,31.40000000000009
2023-09-25 10:00:00,1190.1,-1,-0.2999999999999545,31.100000000000136
2023-09-25 10:15:00,1192.8,-1,-2.7000000000000455,28.40000000000009
2023-09-25 10:30:00,1195.0,-1,-2.2000000000000455,26.200000000000045
2023-09-25 10:45:00,1193.8,-1,1.2000000000000455,27.40000000000009
2023-09-25 11:00:00,1194.3,-1,-0.5,26.90000000000009
2023-09-25 11:15:00,1193.6,-1,0.7000000000000455,27.600000000000136
2023-09-25 11:30:00,1193.7,-1,-0.10000000000013642,27.5
2023-09-25 13:00:00,1192.7,-1,1.0,28.5
2023-09-25 13:15:00,1189.7,-1,3.0,31.5
2023-09-25 13:30:00,1185.5,-1,4.2000000000000455,35.700000000000045
2023-09-25 13:45:00,1182.4,-1,3.099999999999909,38.799999999999955
2023-09-25 14:00:00,1175.2,-1,7.2000000000000455,46.0
2023-09-25 14:15:00,1165.8,0,-1.599999999999909,44.40000000000009
2023-10-02 11:00:00,1165.6,1,-0.5,43.90000000000009
2023-10-02 11:15:00,1167.9,1,2.300000000000182,46.20000000000027
2023-10-02 11:30:00,1167.7,1,-0.20000000000004547,46.00000000000023
2023-10-02 13:00:00,1170.2,1,2.5,48.50000000000023
2023-10-02 13:15:00,1168.8,1,-1.400000000000091,47.100000000000136
2023-10-02 13:30:00,1163.8,1,-5.0,42.100000000000136
2023-10-02 13:45:00,1163.1,1,-0.7000000000000455,41.40000000000009
2023-10-02 14:00:00,1164.0,1,0.900000000000091,42.30000000000018
2023-10-02 14:15:00,1162.4,0,-3.900000000000091,38.40000000000009
2023-10-17 10:30:00,1153.6,1,-0.5,37.90000000000009
2023-10-17 10:45:00,1154.0,1,0.40000000000009095,38.30000000000018
2023-10-17 11:00:00,1156.5,1,2.5,40.80000000000018
2023-10-17 11:15:00,1158.6,1,2.099999999999909,42.90000000000009
2023-10-17 13:00:00,1157.1,1,-1.5,41.40000000000009
2023-10-17 13:15:00,1156.5,1,-0.599999999999909,40.80000000000018
2023-10-17 13:30:00,1154.3,1,-2.2000000000000455,38.600000000000136
2023-10-17 13:45:00,1156.7,1,2.400000000000091,41.00000000000023
2023-10-17 14:00:00,1150.5,0,-8.600000000000136,32.40000000000009
2023-10-25 14:00:00,1115.8,-1,-0.5,31.90000000000009
2023-10-25 14:15:00,1111.9,-1,3.8999999999998636,35.799999999999955
2023-10-25 14:30:00,1110.3,-1,1.6000000000001364,37.40000000000009
2023-10-25 14:45:00,1109.2,-1,1.099999999999909,38.5
2023-10-26 09:00:00,1089.5,-1,19.700000000000045,58.200000000000045
2023-10-26 09:15:00,1077.8,0,-0.5,57.700000000000045
2023-11-14 14:00:00,1113.8,-1,-0.5,57.200000000000045
2023-11-14 14:15:00,1115.4,-1,-1.6000000000001364,55.59999999999991
2023-11-14 14:30:00,1114.6,-1,0.8000000000001819,56.40000000000009
2023-11-14 14:45:00,1120.0,0,-4.7000000000000455,51.700000000000045
2023-11-22 14:15:00,1110.7,1,-0.5,51.200000000000045
2023-11-22 14:30:00,1111.8,1,1.099999999999909,52.299999999999955
2023-11-22 14:45:00,1112.0,1,0.20000000000004547,52.5
2023-11-23 09:00:00,1116.0,1,4.0,56.5
2023-11-23 09:15:00,1114.6,1,-1.400000000000091,55.09999999999991
2023-11-23 09:30:00,1112.8,1,-1.7999999999999545,53.299999999999955
2023-11-23 09:45:00,1113.2,1,0.40000000000009095,53.700000000000045
2023-11-23 10:00:00,1109.0,1,-4.2000000000000455,49.5
2023-11-23 10:15:00,1108.2,1,-0.7999999999999545,48.700000000000045
2023-11-23 10:30:00,1109.8,1,1.599999999999909,50.299999999999955
2023-11-23 10:45:00,1107.1,1,-2.7000000000000455,47.59999999999991
2023-11-23 11:00:00,1107.8,-1,-0.2999999999999545,47.299999999999955
2023-11-23 11:15:00,1107.9,-1,-0.10000000000013642,47.19999999999982
2023-11-23 13:00:00,1110.0,-1,-2.099999999999909,45.09999999999991
2023-11-23 13:15:00,1111.3,1,-2.2999999999999545,42.799999999999955
2023-11-23 13:30:00,1109.1,1,-2.2000000000000455,40.59999999999991
2023-11-23 13:45:00,1107.5,-1,-2.599999999999909,38.0
2023-11-23 14:00:00,1103.7,-1,3.7999999999999545,41.799999999999955
2023-11-23 14:15:00,1085.0,0,-0.5,41.299999999999955
2023-12-01 14:00:00,1087.1,1,-0.5,40.799999999999955
